frame,numero_pers,distance_x,distance_y,distance_z,zone_jeu,num_tracking,num_point,winner
60,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
61,1,-13.746826171875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
61,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
62,1,-13.746826171875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
62,0,-96.37750244140625,-176.17315673828125,74,e4,9,8,PRITHIKA-PAVADE
63,1,-12.36102294921875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
63,0,-96.17852783203125,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
64,1,-11.01177978515625,238.368408203125,74,m6,0,8,PRITHIKA-PAVADE
64,0,-97.779296875,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
65,1,-9.65826416015625,234.11566162109375,74,m6,0,8,PRITHIKA-PAVADE
65,0,-100.98089599609375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
66,1,-8.33282470703125,225.56939697265625,74,m5,0,8,PRITHIKA-PAVADE
66,0,-105.783203125,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
67,1,-6.968505859375,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
67,0,-107.38397216796875,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
68,1,-5.57159423828125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
68,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
69,1,-5.59979248046875,216.96826171875,74,m5,0,8,PRITHIKA-PAVADE
69,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
70,1,-4.2266845703125,212.64697265625,74,m5,0,8,PRITHIKA-PAVADE
70,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
71,1,-4.20062255859375,216.96826171875,74,m5,0,8,PRITHIKA-PAVADE
71,0,-110.58551025390625,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
72,1,-4.20062255859375,216.96826171875,74,m5,0,8,PRITHIKA-PAVADE
72,0,-110.81097412109375,-176.17315673828125,74,e4,9,8,PRITHIKA-PAVADE
73,1,-5.57159423828125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
73,0,-110.81097412109375,-176.17315673828125,74,e4,9,8,PRITHIKA-PAVADE
74,1,-5.57159423828125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
74,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
75,1,-5.57159423828125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
75,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
76,1,-2.77777099609375,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
76,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
77,1,4.20672607421875,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
77,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
78,1,7.6851806640625,212.64697265625,74,m5,0,8,PRITHIKA-PAVADE
78,0,-107.16522216796875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
79,1,16.09356689453125,212.64697265625,74,m5,0,8,PRITHIKA-PAVADE
79,0,-106.947265625,-159.2618408203125,74,e4,9,8,PRITHIKA-PAVADE
80,1,23.154296875,199.59930419921875,74,m5,0,8,PRITHIKA-PAVADE
80,0,-95.0,-137.0,74,e4,9,8,PRITHIKA-PAVADE
81,1,27.40374755859375,195.221923828125,74,d5,0,8,PRITHIKA-PAVADE
81,0,-95.7828369140625,-159.2618408203125,74,e4,9,8,PRITHIKA-PAVADE
82,1,30.22467041015625,195.221923828125,74,d5,0,8,PRITHIKA-PAVADE
82,0,-84.79693603515625,-115.0592041015625,74,e3,9,8,PRITHIKA-PAVADE
83,1,34.3836669921875,203.9625244140625,74,d5,0,8,PRITHIKA-PAVADE
